,PipelineID,ApplicantID,JobID,StageID
5542,9617,20580,1190,10
5543,9618,20584,1190,10
5544,9619,20585,1237,10
5545,9620,20585,1219,10
5546,9621,20586,1241,10
5547,9622,20444,1241,10
5548,9623,20588,1225,10
5549,9624,20208,1224,10
5550,9625,20208,146,10
5551,9626,20594,1241,10
5552,9627,19523,146,10
5553,9628,20170,73,11
5554,9629,20219,1225,10
5555,9630,20597,1242,10
5556,9631,20577,1241,10
5557,9632,20600,1223,6
5558,9633,20603,1225,10
5559,9634,20603,1191,10
5560,9635,20603,1186,10
5561,9636,20603,150,10
5562,9637,20594,1223,10
5563,9638,20611,1190,10
5564,9639,20564,170,10
5565,9640,20614,1239,10
5566,9641,20614,1237,10
5567,9642,20618,89,10
5568,9643,4509,1241,10
5569,9644,20551,1225,10
5570,9645,20619,146,10
5571,9646,20619,1241,10
5572,9647,20006,1186,10
5573,9648,20006,144,10
5574,9649,764,1190,10
5575,9650,20636,1241,10
5576,9651,20636,1239,10
5577,9652,20636,1235,10
5578,9653,20636,1234,10
5579,9654,7711,1190,10
5580,9655,19086,1224,10
5581,9656,16549,1237,10
5582,9657,20640,1206,10
5583,9658,20667,170,11
5584,9659,18706,1186,10
5585,9660,20669,1235,6
5586,9661,20640,1225,10
5587,9662,19086,1237,10
5588,9663,20639,152,10
5589,9664,20692,1224,10
5590,9665,20692,1226,10
5591,9666,20692,1242,10
5592,9667,20692,1241,10
5593,9668,20692,1225,10
5594,9669,20692,1193,10
5595,9670,20692,1207,10
5596,9671,20692,1184,10
5597,9672,20692,150,10
5598,9673,20692,143,10
5599,9674,20692,37,10
5600,9675,20692,141,10
5601,9676,20690,1225,10
5602,9677,20694,1241,10
5603,9678,20702,1207,10
5604,9679,20702,144,10
5605,9680,20703,1184,10
5606,9681,16413,1237,10
5607,9682,16413,1235,9
5608,9683,20565,1231,10
5609,9684,20565,1235,9
5610,9685,20725,1237,10
5611,9686,20725,1219,10
5612,9687,20731,1241,10
5613,9688,20739,143,10
5614,9689,20740,150,10
5615,9690,20740,1235,9
5616,9691,20031,1241,10
5617,9692,20299,1225,10
5618,9693,18869,1225,10
5619,9694,18869,1184,10
5620,9695,18869,150,10
5621,9696,20760,1207,10
5622,9697,20761,1242,10
5623,9698,20653,1241,10
5624,9699,20653,1237,10
5625,9700,20653,1235,9
5626,9701,20653,1231,10
5627,9702,20653,1225,10
5628,9703,20653,1224,10
5629,9704,20653,1210,10
5630,9705,20653,1207,10
5631,9706,20653,1191,10
5632,9707,20653,1190,10
5633,9708,20653,1186,10
5634,9709,20653,1173,10
5635,9710,20653,150,10
5636,9711,20760,144,10
5637,9712,20768,1188,10
5638,9713,20768,73,10
5639,9714,20770,1242,10
5640,9715,20770,1237,10
5641,9716,20770,1234,10
5642,9717,20770,1228,10
5643,9718,20770,1224,10
5644,9719,20770,1210,10
5645,9720,20770,1207,10
5646,9721,20770,1206,10
5647,9722,20770,1191,10
5648,9723,20770,1186,10
5649,9724,20774,1186,10
5650,9725,20774,1241,10
5651,9726,20774,1234,10
5652,9727,20774,1237,10
5653,9728,20779,1241,10
5654,9729,20779,1231,10
5655,9730,20781,1241,10
5656,9731,20782,1241,10
5657,9732,20787,1225,10
5658,9733,20789,1212,10
5659,9734,20798,1241,10
5660,9735,20798,1231,10
5661,9736,20771,1228,11
5662,9737,3456,1241,10
5663,9738,10793,1241,10
5664,9739,12953,1237,10
5665,9740,12953,1241,10
5666,9741,20585,1243,10
5667,9742,20806,1243,10
5668,9743,20480,1241,10
5669,9744,20480,1231,10
5670,9745,20811,1241,10
5671,9746,20814,73,10
5672,9747,20814,1188,10
5673,9748,20810,1226,10
5674,9749,20810,1224,10
5675,9750,20810,150,10
5676,9751,20818,1225,10
5677,9752,20749,37,10
5678,9753,20594,1225,10
5679,9754,20594,1231,10
5680,9755,20834,150,10
5681,9756,20835,1225,10
5682,9757,20835,1207,10
5683,9758,20835,1186,10
5684,9759,20835,1191,10
5685,9760,20835,1184,10
5686,9761,20835,150,10
5687,9762,20835,73,10
5688,9763,20832,1225,10
5689,9764,20810,1188,10
5690,9765,20838,1241,10
5691,9766,20059,1243,10
5692,9767,20822,1243,11
5693,9768,20845,143,10
5694,9769,20845,141,10
5695,9770,20845,37,10
5696,9771,20776,1226,10
5697,9772,20776,1225,10
5698,9773,10793,1243,10
5699,9774,20849,1186,10
5700,9775,20849,1184,10
5701,9776,20781,1243,10
5702,9777,10090,150,10
5703,9778,20863,1241,10
5704,9779,20863,1234,10
5705,9780,20863,1231,10
5706,9781,20866,1237,10
5707,9782,20869,1243,10
5708,9783,20869,1241,10
5709,9784,20869,1231,10
5710,9785,20869,1225,10
5711,9786,20869,1226,10
5712,9787,20868,144,10
5713,9788,20870,1225,10
5714,9789,11077,1241,10
5715,9790,11077,1207,10
5716,9791,11077,1231,10
5717,9792,20878,1231,10
5718,9793,20878,1241,10
5719,9794,20859,1241,10
5720,9795,20859,1234,10
5721,9796,20883,1206,10
5722,9797,20884,1225,10
5723,9798,20884,1242,10
5724,9799,20781,1234,10
5725,9800,20891,1244,10
5726,9801,20893,1242,10
5727,9802,20897,170,6
5728,9803,19854,143,10
5729,9804,20902,1231,10
5730,9805,20903,1224,10
5731,9806,20460,1241,10
5732,9807,20460,1231,10
5733,9808,20911,1243,10
5734,9809,20916,1244,10
5735,9810,20926,1243,10
5736,9811,18829,1225,10
5737,9812,20915,1225,10
5738,9813,20915,1226,10
5739,9814,20915,1193,10
5740,9815,20915,1184,10
5741,9816,16841,1184,11
5742,9817,20935,1212,10
5743,9818,653,1241,10
5744,9819,764,1249,10
5745,9820,4148,1193,10
5746,9821,653,1231,6
5747,9822,9591,1241,10
5748,9823,9591,1231,10
5749,9824,20941,1241,10
5750,9825,20941,1243,10
5751,9826,20941,1245,10
5752,9827,20690,1247,10
5753,9828,20938,1248,10
5754,9829,20762,1206,10
5755,9830,20045,1244,10
5756,9831,20611,1249,10
5757,9832,20044,1186,10
5758,9833,20611,1252,6
5759,9834,20859,1251,10
5760,9835,20958,1251,10
5761,9836,12851,1248,10
5762,9837,20966,1244,10
5763,9838,20966,1241,10
5764,9839,20963,1244,10
5765,9840,20969,1249,10
5766,9841,20969,1250,10
5767,9842,12851,1247,10
5768,9843,10090,1225,10
5769,9844,16595,1247,10
5770,9845,16595,1246,10
5771,9846,16595,1225,10
5772,9847,12851,1253,10
5773,9848,12851,1249,10
5774,9849,20653,1252,10
5775,9850,20653,1249,10
5776,9851,20653,1250,10
5777,9852,20653,1243,10
5778,9853,20653,1234,10
5779,9854,20653,1204,10
5780,9855,20653,144,10
5781,9856,20653,110,10
5782,9857,20653,108,10
5783,9858,20982,1251,10
5784,9859,17172,1251,10
5785,9860,20984,1251,10
5786,9861,20984,1241,10
5787,9862,19098,1252,6
5788,9863,19098,1250,10
5789,9864,19098,1249,10
5790,9865,20824,1225,10
5791,9866,20824,1225,10
5792,9867,20529,1243,10
5793,9868,20529,1250,10
5794,9869,20995,1225,10
5795,9870,20995,1247,10
5796,9871,20996,1241,10
5797,9872,20996,1231,10
5798,9873,20988,1243,6
5799,9874,20495,1251,10
5800,9875,20495,170,9
5801,9876,21006,1237,10
5802,9877,21006,1234,10
5803,9878,11077,1249,7
5804,9879,11077,1250,10
5805,9880,11077,1252,10
5806,9881,11077,1244,10
5807,9882,21003,1251,10
5808,9883,20983,1244,11
5809,9884,21021,1248,10
5810,9885,21022,1253,10
5811,9886,21022,1248,10
5812,9887,21022,1225,10
5813,9888,21022,1210,10
5814,9889,21022,1193,10
5815,9890,20962,1251,10
5816,9891,20962,1225,10
5817,9892,20962,1193,10
5818,9893,20934,73,10
5819,9894,21021,1212,10
5820,9895,16996,1253,10
5821,9896,16996,1248,10
5822,9897,21048,1186,10
5823,9898,20924,1224,10
5824,9899,20924,1242,10
5825,9900,20924,146,10
5826,9901,21068,141,10
5827,9902,21068,1225,10
5828,9903,21068,1204,10
5829,9904,21075,1251,10
5830,9905,19591,1249,10
5831,9906,10928,1252,10
5832,9907,21102,1247,10
5833,9908,21102,1246,10
5834,9909,21102,1251,10
5835,9910,21110,1246,10
5836,9911,21110,1251,10
5837,9912,21117,1244,10
5838,9913,21117,73,10
5839,9914,21120,37,10
5840,9915,21120,1173,10
5841,9916,21118,1250,10
5842,9917,21118,1252,10
5843,9918,21118,1210,10
5844,9919,21118,1190,10
5845,9920,21118,1173,10
5846,9921,21113,144,10
5847,9922,21113,1191,10
5848,9923,21128,1204,10
5849,9924,21149,1245,10
5850,9925,1128,1251,10
5851,9926,20437,1251,10
5852,9927,21179,1248,10
5853,9928,12046,1226,10
5854,9929,21075,1231,10
5855,9930,21190,1248,10
5856,9931,21190,1225,10
5857,9932,21174,1204,10
5858,9933,21187,1253,10
5859,9934,21174,1231,10
5860,9935,21162,1204,10
5861,9936,21184,1247,10
5862,9937,21198,146,10
5863,9938,21193,73,10
5864,9939,21197,1248,10
5865,9940,21200,1253,10
5866,9941,19854,1253,10
5867,9942,12581,1248,10
5868,9943,12581,1247,10
5869,9944,21205,1247,10
5870,9945,21213,1252,10
5871,9946,21213,1207,10
5872,9947,21213,1204,10
5873,9948,21213,1191,10
5874,9949,21213,1186,10
5875,9950,21191,1253,10
5876,9951,21222,1186,10
5877,9952,21222,1225,10
5878,9953,21222,1206,10
5879,9954,21133,1248,10
5880,9955,21223,37,10
5881,9956,21223,1247,10
5882,9957,21223,1225,10
5883,9958,21231,1252,10
5884,9959,21235,1225,10
5885,9960,21235,1224,10
5886,9961,21235,1204,10
5887,9962,21235,1191,10
5888,9963,21235,1186,10
5889,9964,21254,1247,10
5890,9965,21254,1225,10
5891,9966,21260,144,10
5892,9967,21260,1191,10
5893,9968,21258,1251,10
5894,9969,21258,1231,10
5895,9970,21250,1251,10
5896,9971,21250,1249,10
5897,9972,21250,1252,10
5898,9973,21262,37,11
5899,9974,20089,152,10
5900,9975,21266,1246,10
5901,9976,21266,1247,10
5902,9977,21264,1254,11
5903,9978,21135,1204,10
5904,9979,21029,1226,10
5905,9980,21029,1251,10
5906,9981,21089,1247,10
5907,9982,21089,1226,10
5908,9983,21089,141,10
5909,9984,21268,1251,10
5910,9985,10812,1249,10
5911,9986,21295,1190,10
5912,9987,21276,1251,11
5913,9988,21299,1253,10
5914,9989,21299,1251,10
5915,9990,21299,1231,10
5916,9991,21299,1207,10
5917,9992,21299,1204,10
5918,9993,21299,1186,10
5919,9994,21269,1186,10
5920,9995,21284,1186,11
5921,9996,21284,1204,10
5922,9997,21305,1251,10
5923,9998,21306,1247,10
5924,9999,21304,37,10
5925,10000,21304,1247,10
5926,10001,21310,1252,10
5927,10002,21310,1207,10
5928,10003,21310,1250,10
5929,10004,21310,1190,10
5930,10005,16401,1248,10
5931,10006,21310,1186,10
5932,10007,21311,1231,9
5933,10008,21314,1247,10
5934,10009,21317,1206,10
5935,10010,21317,1206,10
5936,10011,21317,1206,10
5937,10012,20956,1251,10
5938,10013,21321,1251,10
5939,10014,21324,1251,10
5940,10015,21324,1254,10
5941,10016,21322,1251,10
5942,10017,21329,1247,10
5943,10018,21327,1251,10
5944,10019,21330,1207,11
5945,10020,21251,1255,10
5946,10021,21335,1248,10
5947,10022,21275,1239,10
5948,10023,16741,1251,6
5949,10024,21334,1251,10
5950,10025,21341,1255,10
5951,10026,21342,1247,10
5952,10027,21344,1254,10
5953,10028,21344,1251,10
5954,10029,21344,1243,10
5955,10030,21344,1237,10
5956,10031,21344,1231,9
5957,10032,21344,1226,10
5958,10033,21344,1191,10
5959,10034,21344,1186,10
5960,10035,21344,108,10
5961,10036,7984,1252,11
5962,10037,21236,1231,9
5963,10038,8143,1231,9
5964,10039,21316,1251,10
5965,10040,21059,144,10
5966,10041,15336,1255,10
5967,10042,15336,1256,10
5968,10043,19586,1237,10
5969,10044,21273,1257,10
5970,10045,21273,1253,10
5971,10046,19854,1257,10
5972,10047,21399,1257,11
5973,10048,20761,1255,10
5974,10049,21499,1245,10
5975,10050,21499,1246,10
5976,10051,20836,1251,10
5977,10052,21503,1234,10
5978,10053,21503,1243,9
5979,10054,16715,1191,10
5980,10055,16715,1251,10
5981,10056,21505,1251,10
5982,10057,21511,1244,10
5983,10058,21453,1193,6
5984,10059,21411,1248,10
5985,10060,21411,1247,10
5986,10061,21530,1191,10
5987,10062,21530,144,10
5988,10063,21218,1186,10
5989,10064,21539,1255,10
5990,10065,21550,1258,10
5991,10066,21550,1255,10
5992,10067,21550,1244,10
5993,10068,21550,73,10
5994,10069,20690,1259,11
5995,10070,21553,1247,10
5996,10071,21556,1212,10
5997,10072,21557,1234,11
5998,10073,21289,1237,10
5999,10074,21289,1254,10
6000,10075,13183,1247,10
6001,10076,13183,1225,10
6002,10077,21576,1257,9
6003,10078,21575,1224,10
6004,10079,21586,1248,10
6005,10080,21588,1248,10
6006,10081,21594,152,10
6007,10082,21594,146,10
6008,10083,21596,1258,10
6009,10084,21598,1255,10
6010,10085,21598,1256,10
6011,10086,21598,1245,10
6012,10087,10090,1255,10
6013,10088,21601,1247,10
6014,10089,21577,1204,10
6015,10090,21577,1226,10
6016,10091,21577,1251,10
6017,10092,9175,1186,10
6018,10093,21607,152,11
6019,10094,21253,1253,10
6020,10095,20611,1260,11
6021,10096,21253,152,11
6022,10097,21613,1237,10
6023,10098,21616,1190,10
6024,10099,21632,1260,6
6025,10100,21632,1251,10
6026,10101,21632,89,10
6027,10102,19622,1191,10
6028,10103,19622,1186,10
6029,10104,19622,1251,10
6030,10105,20897,1258,10
6031,10106,20897,1244,10
6032,10107,21643,1190,10
6033,10108,11877,1248,10
6034,10109,21642,1224,10
6035,10110,21642,1224,10
6036,10111,19785,1248,10
6037,10112,21649,1261,10
6038,10113,21026,1256,10
6039,10114,21651,1258,10
6040,10115,21644,1261,11
6041,10116,21601,1225,10
6042,10117,5849,1256,10
6043,10118,5849,1225,10
6044,10119,5849,1260,10
6045,10120,21652,1204,10
6046,10121,21652,1247,10
6047,10122,81,1237,10
6048,10123,5849,1261,10
6049,10124,5849,1255,10
6050,10125,5849,1258,10
6051,10126,5849,1224,10
6052,10127,5849,1204,10
6053,10128,5849,1186,10
6054,10129,5849,146,10
6055,10130,5849,141,10
6056,10131,21654,1247,10
6057,10132,21654,1225,10
6058,10133,19265,144,10
6059,10134,21655,1248,10
6060,10135,21655,1193,6
6061,10136,21647,1248,10
6062,10137,21664,1253,10
6063,10138,21665,1255,10
6064,10139,21665,1261,10
6065,10140,21670,1247,10
6066,10141,21670,1248,10
6067,10142,21670,1225,10
6068,10143,21670,1212,10
6069,10144,21668,1260,10
6070,10145,20529,1256,10
6071,10146,21671,1262,10
6072,10147,21671,1246,10
6073,10148,21291,1262,10
6074,10149,21291,1254,10
6075,10150,21679,1256,10
6076,10151,21679,1255,1
6077,10152,20825,1254,10
6078,10153,20825,1262,10
6079,10154,20825,1260,10
6080,10155,21459,37,11
6081,10156,21693,1258,10
6082,10157,21693,1255,10
6083,10158,9015,1237,10
6084,10159,21674,1247,10
6085,10160,21674,1225,10
6086,10161,21645,1261,10
6087,10162,21702,1263,10
6088,10163,21702,1251,10
6089,10164,21701,1186,10
6090,10165,21701,1263,10
6091,10166,21696,1254,10
6092,10167,21291,1237,10
6093,10168,20915,1251,10
6094,10169,20915,1212,10
6095,10170,21709,1261,10
6096,10171,21648,1263,10
6097,10172,20594,1263,10
6098,10173,21719,1255,10
6099,10174,3565,1251,10
6100,10175,99,1264,10
6101,10176,21729,1264,10
6102,10177,21355,1251,10
6103,10178,21044,73,10
6104,10179,21044,1244,10
6105,10180,21044,1255,10
6106,10181,20528,1260,9
6107,10182,21733,1263,10
6108,10183,21733,1260,9
6109,10184,21733,1225,10
6110,10185,21733,1224,10
6111,10186,21733,1204,10
6112,10187,21733,152,10
6113,10188,21733,146,10
6114,10189,21734,1264,10
6115,10190,21734,1258,10
6116,10191,21727,1212,10
6117,10192,21736,1263,10
6118,10193,21736,1251,10
6119,10194,21736,1248,10
6120,10195,21736,1244,10
6121,10196,21747,1256,10
6122,10197,17026,1225,10
6123,10198,21755,1255,11
6124,10199,21135,1266,10
6125,10200,21757,1266,10
6126,10201,21757,1263,10
6127,10202,21757,1186,10
6128,10203,21762,1258,10
6129,10204,21737,1234,10
6130,10205,21770,1265,10
6131,10206,21770,1263,10
6132,10207,21002,146,10
6133,10208,21783,1204,10
6134,10209,21780,1248,10
6135,10210,21785,1247,10
6136,10211,21786,1266,10
6137,10212,3677,1265,10
6138,10213,3677,1266,10
6139,10214,3677,1263,10
6140,10215,21738,1253,10
6141,10216,21790,1266,10
6142,10217,19114,1247,10
6143,10218,21789,1267,10
6144,10219,21789,1266,10
6145,10220,21789,1263,10
6146,10221,21789,1251,10
6147,10222,21810,146,10
6148,10223,21811,1263,10
6149,10224,21811,1266,10
6150,10225,21811,1261,10
6151,10226,21817,1237,10
6152,10227,21815,1237,10
6153,10228,5860,1267,10
6154,10229,21768,1263,10
6155,10230,21768,1225,10
6156,10231,21768,1256,10
6157,10232,20825,1264,10
6158,10233,20825,1251,10
6159,10234,21823,1266,10
6160,10235,20092,1266,10
6161,10236,21763,1251,10
6162,10237,21809,1262,10
6163,10238,21809,1264,10
6164,10239,21832,1266,7
6165,10240,21832,1263,10
6166,10241,21836,1263,10
6167,10242,21838,1263,10
6168,10243,21838,1265,10
6169,10244,21834,1266,10
6170,10245,1128,1267,10
6171,10246,21844,1248,10
6172,10247,21844,1267,10
6173,10248,21848,1251,6
6174,10249,21854,1261,10
6175,10250,21854,1266,6
6176,10251,5849,1266,10
6177,10252,5849,1263,10
6178,10253,5849,1247,10
6179,10254,21874,1237,10
6180,10255,21853,1253,10
6181,10256,21888,1239,10
6182,10257,21864,1253,6
6183,10258,21903,1264,10
6184,10259,21877,1212,10
6185,10260,21910,1255,9
6186,10261,21914,1263,10
6187,10262,21818,1266,7
6188,10263,21818,1255,10
6189,10264,20963,1264,11
6190,10265,21923,1237,10
6191,10266,21923,1251,10
6192,10267,21892,1267,10
6193,10268,18756,1263,10
6194,10269,21928,1258,10
6195,10270,21928,1255,9
6196,10271,21928,1256,10
6197,10272,21929,1264,10
6198,10273,21912,1261,10
6199,10274,21932,1266,10
6200,10275,21932,1265,10
6201,10276,21932,1263,10
6202,10277,21931,1267,10
6203,10278,21931,1239,10
6204,10279,6378,1261,10
6205,10280,21937,1264,10
6206,10281,21917,1261,10
6207,10282,21917,1266,7
6208,10283,21939,1264,10
6209,10284,21939,1258,10
6210,10285,21939,1244,10
6211,10286,21909,146,10
6212,10287,21909,1224,10
6213,10288,21872,1266,7
6214,10289,21872,144,10
6215,10290,21872,1261,10
6216,10291,21946,1255,10
6217,10292,21934,1237,10
6218,10293,21908,1263,10
6219,10294,21935,1264,10
6220,10295,21908,1255,10
6221,10296,20835,1266,10
6222,10297,20835,1263,10
6223,10298,20835,1261,10
6224,10299,20835,1258,10
6225,10300,20835,1255,10
6226,10301,20835,1256,10
6227,10302,20835,1224,10
6228,10303,17214,1204,10
6229,10304,21960,1267,10
6230,10305,21960,1266,10
6231,10306,21960,1264,10
6232,10307,21960,1258,10
6233,10308,21962,1266,10
6234,10309,21962,1263,10
6235,10310,21962,1256,11
6236,10311,21962,1255,9
6237,10312,18647,1251,10
6238,10313,9591,1264,10
6239,10314,9591,1258,10
6240,10315,21956,1253,11
6241,10316,21966,1266,10
6242,10317,21967,1255,9
6243,10318,21968,1206,10
6244,10319,21975,1267,10
6245,10320,21975,1263,10
6246,10321,21975,1253,10
6247,10322,21975,1246,10
6248,10323,21975,1204,10
6249,10324,21975,143,10
6250,10325,21977,1262,10
6251,10326,21969,1263,10
6252,10327,21981,1247,10
6253,10328,21985,1263,10
6254,10329,21985,1191,10
6255,10330,21985,144,10
6256,10331,21906,1256,10
6257,10332,21991,1263,10
6258,10333,22005,1263,10
6259,10334,22004,1267,10
6260,10335,22011,1261,10
6261,10336,7711,1266,10
6262,10337,7711,1261,10
6263,10338,22019,1262,10
6264,10339,22004,1239,11
6265,10340,22023,1212,10
6266,10341,22026,1255,1
6267,10342,22026,1256,6
6268,10343,19999,1261,11
6269,10344,22027,1269,10
6270,10345,22027,37,9
6271,10346,22024,1267,10
6272,10347,22028,1266,10
6273,10348,22032,1237,10
6274,10349,22032,1264,10
6275,10350,22032,1262,10
6276,10351,22032,1258,10
6277,10352,22031,1237,10
6278,10353,22003,1237,10
6279,10354,22003,1264,10
6280,10355,22034,1262,10
6281,10356,22033,1237,10
6282,10357,22038,1270,10
6283,10358,22039,1270,10
6284,10359,21741,143,10
6285,10360,21741,1265,6
6286,10361,12578,1265,11
6287,10362,22035,1267,10
6288,10363,19820,1237,10
6289,10364,22041,1265,2
6290,10365,22037,1237,10
6291,10366,22037,1270,10
6292,10367,22037,1264,10
6293,10368,22034,1237,10
6294,10369,22030,1255,9
6295,10370,9846,1261,10
6296,10371,9846,1266,7
6297,10372,17003,1226,10
6298,10373,22055,1266,10
6299,10374,22055,1261,10
6300,10375,22055,1204,10
6301,10376,22055,1249,10
6302,10377,22055,1190,10
6303,10378,22054,1266,10
6304,10379,22054,1263,10
6305,10380,22046,1263,10
6306,10381,21072,1237,10
6307,10382,21072,1271,10
6308,10383,21072,1264,10
6309,10384,21835,1247,10
6310,10385,22005,1204,10
6311,10386,21458,1256,10
6312,10387,21458,1255,9
6313,10388,21458,1258,10
6314,10389,22091,1271,10
6315,10390,22091,1269,10
6316,10391,22091,1262,10
6317,10392,20825,1271,10
6318,10393,22091,1237,10
6319,10394,21776,1212,10
6320,10395,22107,1263,10
6321,10396,22107,1266,7
6322,10397,22110,1263,10
6323,10398,22110,1226,10
6324,10399,22118,1224,10
6325,10400,22118,1224,10
6326,10401,22121,1265,10
6327,10402,22036,1270,10
6328,10403,22130,1255,9
6329,10404,22128,1265,6
6330,10405,22128,143,10
6331,10406,22128,141,10
6332,10407,21588,1212,10
6333,10408,22083,1266,7
6334,10409,22146,1245,10
6335,10410,19963,1270,10
6336,10411,22071,1271,10
6337,10412,22153,1266,7
6338,10413,22161,1247,10
6339,10414,22138,143,10
6340,10415,22164,1248,10
6341,10416,22162,1226,10
6342,10417,22162,1266,10
6343,10418,20426,1266,10
6344,10419,20426,1263,10
6345,10420,22172,1263,10
6346,10421,20426,1247,10
6347,10422,20426,1204,10
6348,10423,21733,1271,10
6349,10424,21733,1269,10
6350,10425,22183,1270,10
6351,10426,22182,141,10
6352,10427,22178,1247,10
6353,10428,22178,1246,10
6354,10429,22178,1266,10
6355,10430,22184,1267,10
6356,10431,20351,1266,10
6357,10432,22203,1247,10
6358,10433,22206,1266,7
6359,10434,22206,1204,10
6360,10435,22207,1266,7
6361,10436,22195,1206,10
6362,10437,22210,1266,10
6363,10438,22210,1261,10
6364,10439,22216,1271,10
6365,10440,22209,1266,10
6366,10441,22209,1247,10
6367,10442,21962,1264,10
6368,10443,22220,1248,10
6369,10444,22225,1248,10
6370,10445,22225,1262,10
6371,10446,19963,1248,10
6372,10447,22165,1263,10
6373,10448,22165,1204,10
6374,10449,15392,1265,6
6375,10450,22237,1261,10
6376,10451,22174,143,10
6377,10452,22243,1261,10
6378,10453,22243,1263,10
6379,10454,22244,1246,10
6380,10455,22244,1247,10
6381,10456,22244,1225,10
6382,10457,22244,1248,10
6383,10458,22244,1262,10
6384,10459,22244,1249,10
6385,10460,22244,1212,10
6386,10461,22244,1237,10
6387,10462,22244,1258,10
6388,10463,22171,1248,10
6389,10464,22053,1237,10
6390,10465,22229,1265,10
6391,10466,22229,1263,10
6392,10467,20375,1269,10
6393,10468,16647,1269,10
6394,10469,22260,1263,10
6395,10470,22259,1270,10
6396,10471,22261,1263,10
6397,10472,22261,1225,10
6398,10473,22261,1226,10
6399,10474,22026,73,10
6400,10475,22266,1248,10
6401,10476,22268,1264,10
6402,10477,22268,1237,10
6403,10478,22268,1262,10
6404,10479,22128,1263,10
6405,10480,21834,1263,10
6406,10481,11962,1225,10
6407,10482,22278,1263,10
6408,10483,22283,1256,6
6409,10484,22286,1248,10
6410,10485,22231,1225,10
6411,10486,18615,1248,10
6412,10487,22291,1212,10
6413,10488,22186,1256,10
6414,10489,22186,1225,10
6415,10490,22296,1258,10
6416,10491,22296,1256,10
6417,10492,22296,1244,10
6418,10493,22272,1248,10
6419,10494,22058,1267,10
6420,10495,22285,1256,10
6421,10496,22309,1272,10
6422,10497,21549,1265,9
6423,10498,22282,1256,10
6424,10499,22320,1249,10
6425,10500,22317,1248,10
6426,10501,22317,1237,10
6427,10502,22134,1263,10
6428,10503,22134,1258,10
6429,10504,22134,1248,10
6430,10505,16549,1272,10
6431,10506,22282,108,10
6432,10507,22282,108,10
6433,10508,20351,1263,10
6434,10509,22327,1263,10
6435,10510,22329,1263,10
6436,10511,22328,1248,11
6437,10512,22289,1263,10
6438,10513,22332,1272,11
6439,10514,22052,1270,11
6440,10515,22340,1272,10
6441,10516,22340,1271,10
6442,10517,22330,1263,11
6443,10518,22342,1263,10
6444,10519,22343,1237,10
6445,10520,22343,1226,10
6446,10521,22343,146,10
6447,10522,7128,1206,10
6448,10523,22345,1267,10
6449,10524,22346,1173,10
6450,10525,22352,1271,10
6451,10526,22326,108,10
6452,10527,20418,1275,11
6453,10528,17026,1276,11
6454,10529,22370,1261,10
6455,10530,21780,1277,10
6456,10531,22366,1263,10
6457,10532,19594,1247,10
6458,10533,19594,1248,10
6459,10534,18706,1263,10
6460,10535,22381,1277,10
6461,10536,22371,1267,10
6462,10537,22220,1277,10
6463,10538,22220,1247,10
6464,10539,22388,1263,6
6465,10540,22390,1256,10
6466,10541,22395,1244,10
6467,10542,16523,1271,10
6468,10543,22384,1244,11
6469,10544,22393,1277,11
6470,10545,22420,1271,10
6471,10546,22368,1277,10
6472,10547,22426,1242,11
6473,10548,22430,1263,6
6474,10549,22439,1263,6
6475,10550,22439,1279,6
6476,10551,22419,1277,10
6477,10552,21834,1279,10
6478,10553,21834,1226,10
6479,10554,22398,1279,11
6480,10555,22436,1279,10
6481,10556,22394,1279,10
6482,10557,22449,1244,10
6483,10558,22458,1242,10
6484,10559,22377,1272,10
6485,10560,22460,1269,10
6486,10561,22476,1279,10
6487,10562,22479,1279,10
6488,10563,22479,1242,10
6489,10564,22481,1271,10
6490,10565,22484,1273,10
6491,10566,22483,1261,10
6492,10567,20835,1279,9
6493,10568,20835,1226,10
6494,10569,20835,141,10
6495,10570,22486,1242,10
6496,10571,22486,1282,10
6497,10572,22486,1226,10
6498,10573,22486,108,10
6499,10574,8029,1282,6
6500,10575,22400,1271,10
6501,10576,22492,1261,10
6502,10577,22492,1282,10
6503,10578,20488,1261,10
6504,10579,22497,1283,10
6505,10580,22497,1280,10
6506,10581,22497,1261,10
6507,10582,22497,1262,10
6508,10583,22497,1272,10
6509,10584,22497,1267,10
6510,10585,22497,1249,10
6511,10586,22497,1244,10
6512,10587,22497,89,10
6513,10588,22499,1245,10
6514,10589,21757,1279,9
6515,10590,22515,1282,10
6516,10591,22515,1279,9
6517,10592,22515,1280,10
6518,10593,22515,1256,10
6519,10594,22515,1245,10
6520,10595,22512,1245,10
6521,10596,22517,1261,10
6522,10597,22517,1190,10
6523,10598,22520,1246,10
6524,10599,22520,1247,10
6525,10600,22526,1279,9
6526,10601,22526,1261,10
6527,10602,22526,1256,10
6528,10603,22526,1226,10
6529,10604,22526,1190,10
6530,10605,22529,1246,10
6531,10606,22529,1247,10
6532,10607,22529,1226,10
6533,10608,22529,1206,10
6534,10609,22524,1261,10
6535,10610,22532,1279,9
6536,10611,22536,1279,9
6537,10612,22536,1269,10
6538,10613,22023,1273,10
6539,10614,22023,1282,10
6540,10615,22023,1277,9
6541,10616,22538,1279,10
6542,10617,22538,108,10
6543,10618,22523,1261,10
6544,10619,22550,1279,9
6545,10620,22550,1173,10
6546,10621,22550,152,10
