PipelineID,ApplicantID,JobID,StageID
8391,18351,1199,10
8392,18351,1192,10
8393,18351,1187,10
8394,18376,160,10
8395,18339,1193,10
8396,16949,1200,10
8397,16949,37,10
8398,18379,155,11
8399,18380,1201,10
8400,18380,1202,10
8401,18380,1191,10
8402,18380,1180,10
8403,11665,1193,10
8404,18387,155,11
8405,18385,155,10
8406,16841,17,10
8407,16841,146,10
8408,9566,1195,10
8409,18390,1192,10
8410,18398,1173,10
8411,18398,127,10
8413,18400,1184,10
8414,18402,1179,10
8416,18404,1198,10
8417,18416,1193,10
8418,18416,1179,10
8419,18391,1203,11
8421,18424,1190,10
8422,18424,1181,10
8423,18424,1174,10
8424,18424,1180,10
8425,18427,1193,10
8426,18433,1193,10
8427,18433,1179,10
8428,18437,1204,10
8429,18437,1186,10
8430,18441,1193,10
8431,18441,1179,10
8432,11698,1180,10
8433,18460,1204,10
8434,18488,1204,10
8435,3939,1200,10
8436,3939,1179,10
8437,3939,1193,10
8438,18493,1199,10
8439,18409,1187,10
8440,18409,1188,10
8441,18409,1186,10
8442,18409,1184,10
8443,18409,152,10
8444,18409,73,10
8445,18494,1203,10
8446,18492,1204,10
8447,18511,1193,10
8448,18516,1179,10
8449,18396,146,10
8450,18522,1193,10
8451,18522,1179,10
8452,18525,1199,10
8453,18525,1203,10
8454,4696,1204,10
8455,18532,1187,10
8456,18532,150,10
8457,18532,17,10
8458,18553,1204,10
8459,18553,1203,10
8460,18553,150,10
8461,16874,17,10
8462,18552,1193,10
8463,18552,1195,10
8464,18567,1206,10
8465,18564,1204,10
8466,18564,1206,10
8467,18569,1203,10
8468,16703,1193,10
8469,18571,1199,10
8470,18578,136,11
8471,18579,37,10
8472,18581,1204,10
8473,2191,1193,10
8474,17057,1186,10
8475,18589,150,10
8476,18589,37,10
8477,18589,1204,10
8478,18594,1179,10
8479,18568,146,10
8480,18568,17,10
8481,18602,160,11
8482,18593,1174,10
8483,18611,1186,10
8484,6859,1173,10
8485,16874,1191,10
8486,18632,1180,11
8487,18627,1199,10
8488,18627,1211,10
8489,18446,1211,10
8490,18446,1179,10
8491,18652,1212,10
8492,18637,150,10
8493,18635,1211,10
8494,18568,127,10
8495,18661,1209,10
8496,18661,1211,10
8497,18661,1199,10
8498,18664,1207,10
8499,18661,1210,10
8500,18674,1206,10
8501,18674,1204,10
8502,17170,1192,11
8503,16874,152,10
8504,16874,144,10
8505,17319,1211,10
8506,17319,1199,10
8507,17319,1187,10
8508,17319,150,10
8509,17319,108,10
8510,17319,170,10
8511,18607,1187,10
8512,18607,150,10
8513,18681,1203,10
8514,18681,1204,10
8515,18681,1195,10
8516,18681,1192,10
8517,18681,1187,10
8518,18681,150,10
8519,18681,108,10
8520,18681,73,10
8521,18681,17,10
8522,18681,1188,10
8523,18684,1187,10
8524,18684,1188,10
8525,16840,1202,11
8526,18691,150,10
8529,6230,1204,10
8530,6230,150,10
8531,18700,1204,10
8532,18701,1190,10
8533,18701,1181,10
8534,18701,1209,10
8535,18689,1195,11
8536,18711,1212,10
8537,18446,1213,10
8538,18714,150,10
8539,18714,1186,10
8540,18716,1204,10
8541,18722,1204,10
8542,18726,1186,10
8543,18726,1184,10
8544,6859,1187,10
8545,18715,1186,10
8546,18715,150,10
8547,18715,1204,10
8549,18724,1186,10
8550,18724,150,10
8551,16748,1214,11
8552,18747,1192,10
8553,18748,1184,10
8554,18692,1188,10
8555,18692,1173,10
8556,18774,1186,10
8557,18774,150,10
8558,18777,1212,10
8559,16596,1207,10
8560,16596,1204,10
8561,18732,1188,10
8562,12032,1212,10
8563,18513,1204,10
8565,18795,1209,10
8566,18651,1201,10
8567,308,1203,10
8568,18706,1204,10
8569,18812,1185,10
8570,18818,150,10
8571,18829,1204,10
8572,10793,1215,10
8573,18819,1204,10
8574,18819,1186,10
8575,18819,1184,10
8576,18819,150,10
8577,18819,108,10
8578,18841,1204,10
8579,18841,1207,10
8580,18446,1217,11
8581,18847,1186,10
8582,6859,1204,10
8583,18567,143,10
8584,18567,70,10
8585,18755,1187,10
8586,18782,1188,10
8587,18782,73,10
8588,18782,1187,10
8589,18591,1204,10
8590,18591,146,10
8591,18863,1206,10
8592,18864,1213,10
8593,18865,1204,10
8594,18865,1186,10
8595,18875,1213,10
8596,18876,1210,10
8597,18877,1204,10
8598,18513,1212,10
8599,18886,1219,10
8600,18886,1215,10
8601,18886,1213,10
8602,18886,1201,10
8603,18889,1184,10
8604,18889,170,10
8605,18894,1186,10
8607,18903,1186,10
8608,18903,1209,10
8610,18903,150,10
8611,18913,146,10
8612,18913,1173,10
8613,18913,1204,10
8614,18913,1186,10
8615,18913,127,10
8616,18914,1209,10
8617,18915,1215,10
8618,18932,1204,10
8619,18936,1210,10
8620,18938,1204,10
8621,17093,150,10
8622,18949,1218,10
8623,18949,1220,10
8624,18953,150,10
8625,18636,1222,10
8626,18636,1193,10
8627,18959,1213,10
8628,18959,1201,10
8629,18970,141,10
8630,18972,1221,10
8631,18974,1187,10
8632,18992,73,10
8633,18992,1187,10
8634,18992,170,10
8635,18993,1184,10
8636,19003,1210,10
8637,19008,1204,10
8638,19008,1204,10
8639,19015,1209,10
8640,19016,1213,10
8641,19016,1210,10
8642,18978,1221,10
8643,19023,1222,10
8644,19023,1217,11
8645,19032,1215,10
8646,19032,1213,10
8647,19032,1210,10
8648,19034,1204,10
8649,19037,146,10
8650,19037,17,10
8651,19026,1184,10
8652,19026,1193,10
8653,18958,1187,10
8654,19044,1204,10
8655,19044,150,10
8656,19044,141,10
8657,19049,1204,10
8658,19049,150,10
8659,19046,1204,10
8660,19046,1186,10
8661,19051,143,10
8662,19046,150,10
8663,19033,1184,10
8664,19033,150,10
8665,19033,37,10
8666,19033,1186,10
8667,19035,1213,10
8668,19050,146,10
8669,19050,144,10
8670,19050,1184,10
8671,19050,1173,10
8672,19058,1186,10
8673,19063,1198,10
8674,19061,1181,10
8675,19061,1204,10
8676,19061,1186,10
8677,19060,150,10
8678,18906,150,10
8680,19079,1215,10
8681,19079,1187,10
8682,18594,1222,10
8683,19079,1204,10
8684,19081,1187,10
8685,18976,1204,10
8686,19081,1188,10
8687,18976,1186,10
8688,18976,1184,10
8689,18976,150,10
8690,19081,170,10
8691,19089,1187,10
8692,19077,150,10
8693,19088,1220,10
8694,19091,1184,10
8695,19090,1204,10
8696,19090,1221,10
8697,19090,1207,10
8698,19090,1191,10
8699,19090,1190,10
8700,19090,1181,10
8701,19090,1186,10
8702,19090,150,10
8703,19099,1213,11
8704,19103,1204,10
8706,19107,150,10
8707,19107,1204,10
8708,19107,1186,10
8709,19106,150,10
8710,19110,1204,10
8711,19106,70,10
8712,19075,1181,10
8713,19075,1186,10
8714,19117,1186,10
8715,19119,1187,10
8716,19113,1187,10
8717,19113,1187,10
8718,19125,150,10
8719,19126,1209,10
8720,19126,1221,10
8721,19134,150,10
8722,19132,1186,10
8723,19151,1173,10
8724,19151,150,10
8725,19151,17,10
8726,19161,1218,10
8727,19166,73,10
8728,19166,1221,10
8729,19166,1204,10
8732,19166,1187,10
8733,19166,170,10
8734,19167,1204,10
8735,19167,1184,10
8736,19167,1187,10
8737,19167,146,10
8738,19167,17,10
8740,19173,1187,10
8741,19076,1220,10
8742,19187,1209,10
8743,19190,1222,10
8744,18920,1218,10
8745,19218,1219,11
8746,19198,1184,10
8747,19220,1187,10
8748,19226,170,10
8749,19226,1198,10
8750,19226,89,10
8751,16545,1188,10
8752,18417,1209,10
8753,18417,1221,10
8754,19065,1204,10
8755,19065,1184,10
8756,6129,1221,10
8757,6129,1209,10
8758,19066,1221,10
8759,19228,1221,10
8760,19228,1209,10
8761,19245,150,10
8762,19248,1187,10
8763,18593,1221,10
8764,19256,1212,10
8765,19260,1209,10
8766,19258,1222,10
8767,308,1213,10
8768,308,1219,10
8769,18972,1209,10
8770,19266,1219,10
8771,19266,1215,10
8772,19266,1187,10
8773,19266,1184,10
8774,19266,150,10
8775,19266,127,10
8776,19266,17,10
8777,19266,108,10
8778,12436,1222,10
8779,19288,150,10
8780,19286,37,10
8781,19283,150,10
8782,19292,1215,10
8783,19297,1186,10
8784,19291,1204,10
8785,19291,1186,10
8786,19291,1184,10
8787,19306,1218,10
8788,19306,1218,10
8789,13084,1209,10
8790,19310,1209,10
8791,19313,1187,11
8792,19316,1223,10
8793,19316,1187,10
8794,19316,1184,10
8795,19317,1186,10
8796,19269,146,11
8797,19324,1186,10
8798,19324,150,10
8799,19228,1190,10
8800,19228,1181,10
8801,19336,1222,10
8802,19338,1204,10
8803,19338,1186,10
8804,19339,1204,10
8805,19339,1186,10
8806,19339,150,10
8807,19291,150,10
8808,19343,1219,10
8809,19343,1217,10
8810,19350,146,11
8811,19335,1219,10
8812,19335,1204,10
8813,19366,1215,10
8814,19372,1215,10
8815,19379,1215,10
8816,19379,1223,10
8817,19059,1210,10
8818,19059,1207,10
8819,19059,150,10
8820,9017,1219,10
8821,19386,1219,11
8822,19384,1220,11
8823,19398,1215,10
8824,19396,1204,10
8825,19396,1207,10
8826,19396,1190,10
8827,19396,1181,10
8828,19396,1186,10
8829,19396,1215,10
8830,19407,1215,10
8831,19346,1219,10
8832,19425,1222,10
8833,17307,1223,10
8834,17307,1187,10
8835,17307,1184,10
8836,17307,150,10
8837,19438,1222,10
8838,19375,150,10
8839,19375,150,10
8840,19439,1219,10
8841,19439,1215,10
8842,19447,1181,10
8843,19086,146,10
8844,12952,1193,10
8845,19460,1187,10
8846,19460,1204,10
8847,18905,152,10
8848,19465,1215,10
8849,19449,1223,10
8850,18978,1209,10
8851,19478,1187,10
8852,19478,1204,10
8853,19480,1215,10
8854,18866,1215,10
8855,7711,1221,10
8856,19502,1187,10
8857,19501,37,10
8858,19516,127,10
8859,19512,1219,10
8860,19512,1224,10
8861,19512,1217,10
8862,19513,1224,10
8863,19520,1201,10
8864,19522,1222,10
8865,19519,1223,10
8866,19519,1215,10
8867,19524,1184,10
8868,19491,1224,10
8869,19527,1221,10
8870,19527,1209,10
8872,19527,1174,10
8873,17268,1186,10
8875,19320,146,10
8876,19320,150,10
8878,19547,1222,10
8879,19357,143,10
8880,19554,1224,10
8881,19299,1181,10
8882,19300,1206,10
8883,19555,1186,10
8884,19555,1181,10
8885,19555,1204,10
8886,19357,1218,10
8887,19556,1221,10
8888,19559,1224,10
8889,19517,150,10
8890,19517,1184,10
8891,19523,1224,10
8892,19549,1218,10
8893,16554,1226,10
8894,18774,1225,10
8895,18488,1227,10
8896,18818,1226,10
8897,18684,73,10
8898,19568,1215,10
8899,19572,1225,10
8900,19543,1218,10
8901,19548,150,10
8902,19540,150,10
8903,19577,1219,10
8904,19577,1215,10
8905,19577,1204,10
8906,19577,1217,10
8907,19548,1225,10
8908,19548,1227,10
8909,19576,1218,10
8910,19587,1226,10
8911,19594,1227,10
8912,19594,1225,10
8913,19594,1222,10
8914,19595,1224,10
8915,18644,1227,10
8916,18644,1225,10
8917,18644,1204,10
8918,19035,1201,10
8919,9017,1229,10
8920,19612,1229,10
8921,12758,1229,10
8923,19607,1228,10
8924,19568,1229,10
8925,12684,1225,10
8926,12684,1227,10
8927,12684,1222,10
8928,19633,1225,10
8929,19633,1227,10
8930,19633,1204,10
8931,19633,37,10
8932,18915,1229,10
8933,19634,1225,10
8934,19635,1225,10
8935,19640,1229,10
8936,19640,1225,10
8937,19640,1222,10
8939,9589,1229,10
8940,9589,1227,10
8941,9589,1225,10
8942,19646,1224,10
8943,19646,1225,10
8944,19645,1227,10
8945,19517,1224,10
8946,19517,1225,10
8947,19517,1226,10
8948,19648,1225,10
8949,19648,1222,10
8950,19648,1193,10
8951,19066,1209,10
8953,19653,1229,10
8954,19651,1230,11
8955,19662,1230,11
8956,19654,1207,10
8957,17172,1215,10
8958,17172,1229,10
8959,19668,1225,10
8960,19668,1222,10
8961,19303,1225,10
8962,19303,1227,10
8963,19672,1225,10
8964,19672,1222,10
8965,19672,1193,10
8966,19670,1230,10
8967,19507,1184,10
8968,19507,150,10
8969,19507,1215,10
8970,18972,1226,10
8971,19676,1222,10
8972,19676,1212,10
8973,16647,37,10
8974,19681,1225,10
8975,19687,1227,10
8976,19687,1225,10
8977,19396,37,10
8978,19691,1176,10
8979,19698,1229,10
8980,19698,1215,10
8981,19708,1229,10
8982,19713,1230,10
8983,19713,1229,10
8984,19713,1229,10
8985,19721,1225,10
8986,19721,1222,10
8987,19724,1226,10
8988,19690,1229,10
8989,19703,1223,10
8990,19729,1222,10
8991,19728,1229,10
8992,19728,1225,10
8993,19731,1225,10
8994,19739,1229,10
8995,19739,1223,10
8996,19738,1225,10
8997,19738,1227,10
8998,19730,1223,10
8999,19738,1229,10
9000,7025,1226,10
9001,7025,1229,10
9002,19759,1230,10
9003,19759,1223,10
9004,19748,150,10
9005,19748,143,10
9006,19740,1229,10
9007,19760,1218,11
9008,7984,1186,10
9009,7984,1181,10
9010,19764,1223,10
9011,19764,1209,10
9012,19764,1174,10
9013,19764,1229,10
9014,19464,1225,10
9015,19759,1229,10
9016,19700,1223,10
9018,19787,1219,10
9019,19787,1228,10
9020,19766,1225,10
9021,19766,1226,10
9022,19777,1204,10
9023,19777,150,10
9024,19783,1223,10
9025,19768,1225,10
9026,5260,1229,10
9027,5260,1191,10
9028,5260,1186,10
9029,19796,1225,10
9030,19785,1225,10
9031,19785,1227,10
9032,19790,1223,10
9033,19801,1225,10
9034,19801,1227,10
9035,19801,1224,10
9036,4286,1229,10
9037,19810,1231,10
9038,19810,1232,10
9039,19810,1229,10
9040,19810,1223,10
9041,19818,1231,10
9042,19806,1219,10
9043,19817,1229,10
9044,19812,1206,10
9045,19826,1225,10
9046,19836,1229,10
9047,19838,1218,10
9048,19833,1223,10
9049,19833,1231,10
9050,19835,1230,10
9051,19835,1223,10
9052,19858,1229,10
9053,19858,1231,10
9054,19847,150,10
9055,19861,1223,10
9056,19861,1231,10
9057,19861,1229,10
9058,19863,1231,10
9059,19863,1229,10
9060,19866,1225,10
9061,19866,1227,10
9062,19855,1225,10
9063,19855,1227,10
9064,19863,1215,10
9065,19863,1176,10
9066,19871,1221,10
9067,19871,1174,10
9068,19877,1230,10
9069,18492,1227,10
9070,19878,1231,10
9071,19878,1229,10
9072,19110,1225,10
9073,19881,1229,10
9074,19879,1225,10
9075,19882,1201,10
9076,19846,150,10
9077,19732,1225,10
9078,19684,1218,10
9079,18563,1231,10
9080,18563,1226,10
9081,18563,1215,10
9082,19898,1229,10
9083,19898,1223,10
9085,19898,1221,10
9086,19900,1223,10
9087,19900,1229,10
9088,19892,1223,10
9090,19904,1231,10
9091,19902,1215,10
9092,19903,1231,10
9093,19794,1218,10
9094,19905,1231,10
9096,19905,1229,10
9097,19905,1224,10
9098,19905,1223,10
9099,16770,1231,10
9100,16770,1215,10
9101,19913,1231,10
9102,19913,1229,10
9103,19913,1226,10
9104,19740,1215,10
9105,18865,1227,11
9106,19875,1225,10
9107,19875,150,10
9108,17310,1225,10
9109,6202,1229,10
9110,19843,1229,10
9111,19891,1229,10
9112,19923,1225,10
9113,19733,1225,10
9114,19733,1227,10
9115,19921,146,10
9116,19822,1231,10
9117,19926,1225,10
9118,19926,1227,10
9119,19933,1231,10
9120,19933,1232,10
9122,19933,1229,10
9123,19933,1225,10
9124,19933,1227,10
9125,19933,1204,10
9126,19933,150,10
9127,19936,1231,10
9128,19936,1232,10
9129,19936,1229,10
9130,17172,1231,10
9131,19940,1229,10
9132,19943,1223,10
9133,19832,1225,10
9134,19943,1231,10
9135,19943,1229,10
9137,19940,1223,10
9138,19942,1225,10
9139,19886,1181,10
9140,19886,1190,10
9141,19886,1225,10
9142,19886,1227,10
9143,19886,1204,10
9144,19886,150,10
9145,19951,1232,10
9146,19951,1229,10
9147,19951,1225,10
9148,19951,1224,10
9149,19951,1227,10
9150,19945,1229,10
9151,19954,1223,10
9152,19954,1231,10
9154,19954,1229,10
9155,19922,1223,10
9157,19950,1223,10
9158,6129,1207,10
9159,6129,1190,10
9160,6129,1186,10
9161,6129,1181,10
9162,6129,1174,10
9163,6129,144,10
9164,9122,1229,10
9165,3456,1231,10
9166,3456,1229,10
9167,19965,1225,10
9168,19854,1218,10
9169,11801,1231,10
9170,11801,1229,10
9171,19972,143,10
9172,19972,37,10
9173,19972,150,10
9174,19972,141,10
9175,19974,1223,10
9176,19977,1228,10
9177,19977,1231,10
9178,19977,1223,10
9179,19883,1231,10
9180,9566,1232,10
9181,19990,1176,10
9182,19497,1204,10
9184,20008,1225,10
9185,20018,1225,10
9186,20018,1227,10
9187,20007,1233,10
9188,19778,1225,10
9189,20021,1225,10
9190,20021,1226,10
9191,20021,1227,10
9192,20021,1207,10
9193,20021,1204,10
9195,20021,1184,10
9196,20001,1229,10
9197,20001,1231,10
9198,20001,1223,10
9199,20031,1215,10
9200,20031,1231,10
9201,20022,170,10
9202,20030,1231,10
9203,19966,1176,10
9204,20035,1229,10
9205,20032,1176,10
9206,19375,1227,10
9207,20038,1210,10
9208,20038,1231,10
9209,20038,1228,10
9210,20038,1227,10
9211,20046,1231,10
9212,20038,1209,10
9213,19989,1223,10
9214,20026,1223,10
9215,20026,1224,10
9216,19984,1206,10
9217,19979,1221,10
9218,19979,1209,10
9219,19979,1181,10
9220,19979,1174,10
9221,19979,150,10
9222,19979,1186,10
9223,19979,70,10
9224,19979,1229,10
9225,19979,1219,10
9226,19979,1227,10
9227,19979,1225,10
9228,19979,1224,10
9229,19979,1204,10
9231,19825,1212,10
9232,20057,1225,10
9233,20057,1229,10
9234,20057,1231,10
9235,19667,1174,10
9236,19667,1221,10
9237,20059,1233,10
9238,20054,1181,10
9239,20042,1224,10
9240,20042,146,10
9241,19269,1224,10
9242,20062,1229,10
9243,20062,1231,10
9244,20076,1209,11
9245,4151,1231,10
9246,4151,1229,10
9247,20084,1229,10
9248,19192,1225,10
9249,19192,1187,10
9250,19192,150,10
9251,19192,141,10
9252,20083,1225,10
9253,20051,1225,10
9254,20051,1227,10
9255,20051,69,10
9256,20081,1231,10
9257,20081,1229,10
9258,20081,1225,10
9259,20081,1219,10
9260,20081,1215,10
9261,20077,1231,10
9262,20077,1219,10
9263,20080,1219,11
9264,20092,1225,10
9265,20092,1227,10
9266,20092,1229,10
9267,20101,1224,10
9268,20102,1231,10
9269,20102,1229,10
9270,20096,1218,10
9271,19949,1204,10
9272,19934,1225,10
9273,19934,1227,10
9274,19934,1204,10
9275,20108,1229,10
9276,20108,1231,10
9277,20108,1226,10
9278,20039,1186,10
9279,19568,1231,10
9280,20045,1229,10
9281,20045,1187,10
9282,20045,150,10
9283,20068,1223,10
9284,20115,1221,10
9285,20115,1231,10
9286,20115,1229,10
9287,20115,1226,10
9288,20115,1215,10
9289,20115,1232,10
9290,20115,1186,10
9291,20115,1181,10
9292,20115,89,10
9293,20119,1225,10
9294,20119,1184,10
9295,20119,1226,10
9296,19725,1231,10
9297,19725,1229,10
9298,19725,1215,10
9299,20125,1231,10
9300,20123,1231,10
9301,20123,1229,10
9302,20126,1186,10
9303,20126,1227,10
9304,20124,1231,10
9305,20124,1229,10
9306,10793,1231,10
9307,10793,1229,10
9308,20124,1227,10
9309,20124,1223,10
9310,20046,1215,10
9311,19299,1226,10
9312,20114,1223,10
9313,8202,1223,10
9314,8202,1229,10
9315,20137,1229,10
9316,20137,1231,10
9317,20137,1215,10
9318,20141,1228,10
9319,20141,1210,10
9320,19190,1176,10
9321,20152,1229,10
9322,20152,1225,10
9323,20152,1227,10
9324,20146,1225,10
9325,20146,1227,10
9326,20154,1231,10
9327,20154,1215,10
9328,11776,1191,10
9329,11776,1186,10
9330,19507,1204,10
9331,19507,1223,10
9332,20157,1186,10
9333,20157,1229,10
9334,20131,152,10
9335,18829,1227,10
9336,19995,1204,10
9337,19995,1204,10
9338,19995,1186,10
9339,20166,1186,10
9340,20167,1231,10
9341,20167,1229,10
9342,20167,1215,10
9343,20170,1227,10
9344,20170,1225,10
9345,20170,1204,10
9347,20170,150,10
9348,20178,1229,10
9349,20178,1223,10
9350,20178,1232,10
9351,20178,1231,10
9352,20030,1215,10
9353,16647,1233,10
9354,20185,1225,10
9355,20160,1231,10
9356,20160,1229,10
9357,20160,1226,10
9358,20160,1227,10
9359,20160,1215,10
9360,19522,1225,10
9361,18561,1212,10
9362,20187,1223,10
9363,20189,1231,10
9365,20195,150,10
9366,20195,73,10
9367,20190,1231,10
9368,20190,1215,10
9369,8442,1207,10
9370,8442,1190,10
9371,8442,1190,10
9372,19875,1227,10
9373,19875,1204,10
9375,20201,1186,10
9376,20201,152,10
9377,20188,1229,10
9378,20192,1186,10
9379,20203,1186,10
9380,20203,1229,10
9381,18827,146,10
9382,20212,1233,10
9383,20213,1231,10
9384,20206,1223,10
9385,20214,1232,11
9386,20218,1226,10
9387,20224,1206,10
9388,20225,1225,10
9389,19379,1229,10
9390,19379,1231,10
9391,19379,1201,10
9393,20198,1229,10
9394,20198,1223,10
9395,20234,1227,10
9396,20234,1225,10
9397,20235,1210,10
9398,20235,1219,10
9399,20236,1218,10
9400,17268,1227,10
9401,17268,1229,10
9402,20239,1227,10
9403,20239,150,10
9404,20246,1229,10
9405,20246,1215,10
9406,20245,1234,10
9407,20250,1221,10
9408,20241,1233,10
9409,20260,1219,10
9410,20116,1231,10
9411,20116,1215,10
9412,19680,1229,10
9413,19680,1232,10
9414,20221,1227,10
9415,20262,1225,10
9416,20264,144,10
9417,20264,1191,10
9418,20264,1186,10
9419,20006,1190,10
9421,20268,1231,10
9422,20279,1204,10
9423,20142,143,10
9424,3906,1231,10
9425,19572,1227,10
9426,19980,1226,10
9427,19980,1224,10
9428,20290,1223,10
9429,20290,1229,10
9430,19037,1224,10
9431,20298,1212,10
9432,20299,1229,10
9433,20299,1226,10
9434,20299,1224,10
9435,20299,1227,10
9437,20301,1212,10
9438,20095,1226,10
9439,20296,1231,10
9440,20307,1231,10
9441,20307,1231,10
9442,20310,1231,10
9443,20310,1229,10
9444,20311,1225,10
9445,20311,1227,10
9446,20311,1225,10
9447,19491,1173,10
9448,20314,1229,10
9449,20314,1232,10
9450,20330,1225,10
9451,20328,1219,10
9452,20348,1201,10
9453,20347,1229,10
9454,20347,1225,10
9455,20347,1231,10
9456,20352,1235,11
9457,20360,1225,10
9458,20360,1227,10
9459,20355,1176,11
9460,12426,1227,10
9461,20366,1233,10
9462,20366,1186,10
9463,20366,150,10
9464,20366,144,10
9465,20366,37,10
9466,20147,1186,10
9467,20147,1190,10
9468,20353,146,10
9469,19542,1190,10
9470,20375,1233,10
9471,20364,1233,11
9472,20381,1225,10
9473,20381,1229,10
9474,20383,1225,10
9475,20385,1223,10
9478,20404,1235,10
9479,20406,1225,10
9480,20374,1227,10
9481,20406,1227,10
9482,20374,1186,10
9483,20374,150,10
9484,20405,1231,10
9485,20405,1235,10
9486,20405,1229,10
9487,20405,1223,10
9488,20405,1221,10
9489,6807,1221,10
9490,6807,1235,10
9491,20149,1231,10
9492,20149,1226,10
9493,12993,1231,10
9494,18355,1225,10
9495,20405,1215,10
9496,19192,1184,10
9497,19192,108,10
9498,20416,1229,10
9499,20426,1225,10
9500,20426,1227,10
9501,20425,1231,10
9502,11698,1221,10
9503,20433,1219,10
9504,20434,1219,10
9505,20434,1215,10
9506,20414,1193,10
9507,20438,1224,10
9508,20444,1235,10
9509,20432,1234,10
9510,20448,1237,10
9511,20450,1226,10
9512,20418,1225,11
9513,20418,1227,10
9514,20250,1231,10
9515,4418,1229,10
9516,4418,1231,10
9517,20454,1223,10
9518,20454,1229,10
9519,20454,1235,10
9520,20461,1223,11
9522,20412,1219,10
9523,20250,1215,11
9524,20455,1229,10
9525,20458,1229,10
9526,20457,1237,10
9527,20457,1235,10
9528,20457,1229,10
9529,20457,1221,10
9530,20457,1186,10
9531,20457,1222,10
9532,20463,1237,10
9533,20463,1229,10
9534,20149,1229,10
9535,20149,1215,10
9536,20466,1223,10
9538,20158,1231,10
9539,20158,1229,10
9540,19972,1226,10
9541,19972,108,10
9542,19881,1215,10
9543,17244,1229,10
9544,17244,1225,10
9545,17244,1237,10
9546,20487,1231,10
9547,20487,1229,10
9548,20487,1225,10
9549,20491,1229,10
9550,20488,1240,10
9551,20488,1231,10
9552,20488,1229,10
9553,20496,1227,10
9554,20496,1184,10
9555,20496,1187,10
9556,20495,1229,10
9557,20498,1219,10
9558,18906,1187,10
9559,20503,1229,10
9560,16598,1221,10
9561,20206,1240,10
9562,20206,1229,10
9563,20206,170,10
9564,20508,1240,10
9565,20508,1236,10
9566,20508,1229,10
9567,20508,1215,10
9568,20512,1224,10
9569,20511,1226,10
9570,20512,150,10
9571,20512,1226,10
9572,20512,108,10
9573,16401,1225,10
9574,16401,1229,10
9575,20030,1241,10
9576,20030,1240,11
9577,20507,1225,10
9578,20507,1227,10
9579,20507,1212,10
9580,20507,1210,10
9581,20507,1174,10
9582,20507,170,10
9583,20507,150,10
9584,20507,152,10
9585,20507,141,10
9586,20507,143,10
9587,20513,1239,10
9588,20518,1239,10
9590,20524,1239,10
9591,20523,1231,10
9592,20523,1237,10
9593,20523,1228,10
9594,20523,1235,10
9595,20523,1241,10
9596,20498,1234,10
9597,20528,1224,10
9598,20528,1219,10
9600,20528,146,10
9601,20507,1241,10
9602,20529,146,10
9603,20529,1237,10
9605,20529,1210,10
9606,20529,1224,10
9607,20541,1241,10
9608,20548,1225,10
9609,20554,1225,10
9610,20554,150,10
9611,20558,1225,10
9612,20558,150,10
9613,20565,1241,10
9614,20565,1237,10
9615,20543,1233,10
9616,20570,1224,10
9617,20580,1190,10
9618,20584,1190,10
9619,20585,1237,10
9620,20585,1219,10
9621,20586,1241,10
9622,20444,1241,10
9623,20588,1225,10
9624,20208,1224,10
9625,20208,146,10
9626,20594,1241,10
9627,19523,146,10
9628,20170,73,11
9629,20219,1225,10
9630,20597,1242,10
9631,20577,1241,10
9633,20603,1225,10
9634,20603,1191,10
9635,20603,1186,10
9636,20603,150,10
9637,20594,1223,10
9638,20611,1190,10
9639,20564,170,10
9640,20614,1239,10
9641,20614,1237,10
9642,20618,89,10
9643,4509,1241,10
9644,20551,1225,10
9645,20619,146,10
9646,20619,1241,10
9647,20006,1186,10
9648,20006,144,10
9649,764,1190,10
9650,20636,1241,10
9651,20636,1239,10
9652,20636,1235,10
9653,20636,1234,10
9654,7711,1190,10
9655,19086,1224,10
9656,16549,1237,10
9657,20640,1206,10
9658,20667,170,11
9659,18706,1186,10
9661,20640,1225,10
9662,19086,1237,10
9663,20639,152,10
9664,20692,1224,10
9665,20692,1226,10
9666,20692,1242,10
9667,20692,1241,10
9668,20692,1225,10
9669,20692,1193,10
9670,20692,1207,10
9671,20692,1184,10
9672,20692,150,10
9673,20692,143,10
9674,20692,37,10
9675,20692,141,10
9676,20690,1225,10
9677,20694,1241,10
9678,20702,1207,10
9679,20702,144,10
9680,20703,1184,10
9681,16413,1237,10
9683,20565,1231,10
9685,20725,1237,10
9686,20725,1219,10
9687,20731,1241,10
9688,20739,143,10
9689,20740,150,10
9691,20031,1241,10
9692,20299,1225,10
9693,18869,1225,10
9694,18869,1184,10
9695,18869,150,10
9696,20760,1207,10
9697,20761,1242,10
9698,20653,1241,10
9699,20653,1237,10
9701,20653,1231,10
9702,20653,1225,10
9703,20653,1224,10
9704,20653,1210,10
9705,20653,1207,10
9706,20653,1191,10
9707,20653,1190,10
9708,20653,1186,10
9709,20653,1173,10
9710,20653,150,10
9711,20760,144,10
9712,20768,1188,10
9713,20768,73,10
9714,20770,1242,10
9715,20770,1237,10
9716,20770,1234,10
9717,20770,1228,10
9718,20770,1224,10
9719,20770,1210,10
9720,20770,1207,10
9721,20770,1206,10
9722,20770,1191,10
9723,20770,1186,10
9724,20774,1186,10
9725,20774,1241,10
9726,20774,1234,10
9727,20774,1237,10
9728,20779,1241,10
