PipelineID,ApplicantID,JobID,StageID
621,1789,51,10
622,1789,55,10
623,1788,43,10
624,1786,52,10
627,1790,17,10
628,1790,31,10
629,1790,39,10
631,1802,17,10
632,1802,40,10
634,1807,51,10
635,1806,54,10
636,1806,53,10
637,1806,39,10
638,1806,41,10
639,1806,35,10
640,1806,28,10
641,1806,17,10
642,1816,54,10
643,1816,53,10
645,1820,50,10
646,1535,43,10
647,1310,40,10
648,1808,46,10
649,1840,17,10
650,1791,43,10
651,1599,6,11
652,1847,51,10
653,1847,59,10
655,551,51,10
656,1857,46,10
657,1855,57,10
658,1859,19,10
659,1866,54,10
662,1873,60,10
664,1873,46,11
665,1873,59,10
667,1873,31,10
668,1873,27,10
669,1873,6,10
670,1712,54,10
671,1712,35,10
673,1882,54,10
674,1898,54,10
676,1807,61,10
677,1893,39,10
679,1890,54,10
680,1877,39,10
681,1924,15,10
683,1926,51,10
684,1932,54,10
685,1927,51,10
686,1935,54,10
687,1944,51,10
688,1700,39,10
689,1950,62,10
692,1950,51,10
693,1951,43,10
694,1950,31,10
696,1958,51,10
699,14,39,10
700,1973,39,10
701,1980,19,10
703,1236,62,10
704,1987,54,10
705,1987,28,10
706,1963,39,10
707,1963,40,10
708,1908,54,10
709,1908,35,10
710,1908,28,10
711,1908,39,10
712,2004,54,10
713,2004,28,10
714,2000,14,10
717,2001,44,10
719,2024,51,10
722,2024,38,10
723,2024,31,10
724,2024,61,10
725,2017,40,10
727,1955,39,10
728,1955,55,10
729,1955,40,10
730,2031,40,10
731,2007,39,11
732,2016,17,10
734,2011,54,11
735,2016,14,10
736,2035,55,10
738,2002,54,10
739,2002,35,10
741,2034,54,10
742,2034,35,10
744,1998,61,10
745,1998,57,10
748,1998,39,10
749,1998,40,10
750,1998,31,10
751,1909,35,10
752,1823,14,11
753,2043,14,10
754,2044,43,10
755,2041,17,10
757,2048,41,10
759,2049,39,10
761,2055,14,10
763,2054,54,10
764,1807,55,10
765,2042,13,10
768,2063,14,10
770,2066,64,10
772,2066,54,10
773,2066,61,10
774,2071,14,11
775,2074,65,10
776,1978,13,10
777,2078,65,10
778,2096,65,10
779,2108,54,10
780,2117,65,10
781,2117,65,10
782,2115,64,10
783,2122,65,10
784,2127,64,10
786,2127,54,10
788,2123,65,10
789,2144,55,10
790,393,65,10
791,2147,65,10
792,2154,65,10
793,2136,13,10
794,2156,65,10
795,2150,65,10
796,2159,55,10
797,2159,39,10
798,2157,65,10
799,2040,64,10
800,1121,64,10
801,775,64,10
802,775,64,10
804,2183,66,10
805,2183,66,10
806,2202,65,10
807,2204,66,10
809,1952,62,10
810,1952,38,10
812,2209,68,10
813,2211,68,10
815,2214,65,10
816,953,64,10
817,953,35,10
818,953,54,10
820,2220,68,10
823,2224,64,10
824,2150,68,10
825,2234,68,10
826,2235,64,10
827,2235,54,10
828,2235,35,10
829,1807,66,10
830,2241,55,10
831,2241,46,10
832,2253,66,10
833,2253,65,10
834,2253,61,10
835,2253,62,10
836,2253,57,10
837,2259,54,10
838,2259,39,10
839,2259,39,10
840,2259,35,10
841,2272,68,10
842,3280,65,10
843,3288,69,10
844,3288,70,10
845,2221,68,10
846,3295,69,10
847,3295,70,10
848,3297,65,10
849,3299,68,10
850,3300,69,10
851,3300,70,10
852,3300,66,10
853,3300,63,10
854,2206,65,10
855,3303,65,10
856,2237,54,10
857,2237,35,10
858,3315,65,10
859,3317,68,10
860,2260,70,10
861,3321,70,10
862,3320,70,10
863,3320,69,10
864,3325,71,10
865,2154,68,10
866,3330,71,10
867,3330,62,10
868,3337,68,10
869,3340,64,10
870,3340,71,10
871,3348,68,10
872,3349,71,10
873,3292,69,10
874,3292,40,10
875,3354,68,10
876,3355,68,10
877,3358,70,10
878,3358,71,10
879,3361,64,10
880,3361,66,10
881,3361,61,10
882,3361,71,10
883,3361,62,10
884,3361,70,10
885,3361,69,10
886,3365,65,10
887,3335,64,10
888,2227,68,10
889,3367,71,10
890,3367,65,10
891,3382,68,11
892,3383,65,10
893,3385,70,10
894,3385,69,10
895,3386,68,10
896,3387,64,10
897,290,13,10
898,3394,68,10
899,3404,72,10
900,3404,63,10
901,3404,61,10
902,3358,72,10
903,2241,72,10
904,3415,65,10
905,82,71,10
906,3418,65,10
907,3287,72,10
908,3341,64,10
909,3421,71,10
910,3426,71,10
911,3427,71,10
912,3427,64,10
913,3427,31,10
914,3429,71,10
915,2060,64,10
916,2067,19,10
917,2060,54,10
918,2242,68,10
919,3333,68,10
920,3388,68,10
921,3388,65,10
922,3438,17,10
923,3440,44,10
924,3441,69,10
925,3444,71,10
926,3450,68,10
927,3450,65,10
929,3454,69,10
930,3454,70,10
931,3361,72,10
933,3361,54,10
935,3361,39,10
936,3361,40,10
937,3361,35,10
939,3361,17,10
940,3361,14,10
941,3455,19,10
942,3460,51,10
943,2175,65,10
944,1552,55,11
945,1805,17,11
946,2162,65,10
947,2162,68,10
948,2025,64,10
949,3603,19,11
950,3635,66,10
951,3887,65,10
952,3887,68,10
953,3887,57,10
954,1001,62,10
956,1001,51,10
957,1001,63,10
959,1001,31,10
961,3875,72,10
964,3902,66,10
967,3922,65,10
968,3914,62,10
970,3936,51,10
973,3942,69,10
974,3942,72,10
975,3942,41,10
976,3945,65,10
977,3923,65,10
978,3668,65,10
979,3958,65,10
980,3959,61,10
981,3959,62,10
982,3959,51,10
983,3959,31,10
985,3986,69,10
986,3986,70,10
987,3997,64,10
989,3996,72,10
990,3996,68,10
991,3996,41,10
992,3996,17,10
993,3996,14,10
994,3996,13,10
995,4013,65,10
996,3449,37,10
997,4015,73,10
998,4015,72,10
999,4021,68,10
1000,4031,66,10
1002,4035,65,10
1003,4039,66,10
1006,3936,31,10
1007,3936,44,10
1008,4046,66,10
1009,4046,63,10
1010,4046,62,10
1012,4051,68,10
1013,2245,14,10
1014,2245,73,10
1015,2245,72,10
1016,2245,55,10
1017,2245,53,10
1018,2245,41,10
1019,2245,17,10
1021,4054,72,10
1022,4054,51,10
1023,4064,73,10
1024,4067,43,11
1025,3989,69,10
1026,3989,70,10
1027,3487,71,11
1028,4085,72,10
1029,4085,70,10
1030,4088,65,10
1031,4086,31,10
1032,4090,66,10
1033,4090,68,10
1034,4090,65,10
1035,4096,73,10
1036,4093,51,10
1037,4101,72,10
1038,4101,68,10
1039,4108,69,10
1040,4108,70,10
1041,4112,65,10
1043,3776,57,10
1044,4120,57,10
1045,4122,66,10
1046,4122,61,10
1047,4129,65,10
1049,4153,69,11
1050,4153,70,10
1051,4154,65,10
1052,4156,63,10
1053,4156,62,10
1055,4147,51,10
1056,4174,73,10
1057,4174,74,10
1058,2090,68,10
1059,4182,68,10
1060,4183,68,10
1061,4190,68,10
1062,4189,68,10
1063,4189,69,10
1064,4189,70,10
1065,1807,72,10
1066,4202,51,10
1067,4201,68,10
1068,4201,65,10
1069,4206,68,10
1070,4208,68,10
1071,4213,68,10
1072,2121,68,10
1073,4223,68,10
1074,4223,68,10
1075,4223,65,10
1076,399,65,10
1077,4234,72,10
1078,4234,66,10
1079,4234,66,10
1080,4234,61,10
1081,4234,62,10
1082,4234,41,10
1083,4237,68,10
1084,4237,65,10
1085,4244,73,10
1086,4244,72,10
1087,4244,47,10
1088,4243,68,10
1089,4250,73,10
1090,4250,74,10
1091,4250,75,10
1092,4255,68,10
1093,4267,68,10
1094,4279,68,10
1095,4284,65,10
1096,4196,35,10
1097,4299,64,10
1098,4299,35,10
1099,4303,64,10
1100,4303,44,10
1101,4303,51,10
1102,448,63,10
1103,4100,51,10
1104,4348,14,10
1105,4350,65,10
1106,4353,51,10
1107,4351,72,10
1109,4355,51,10
1110,4357,68,10
1111,4357,65,10
1112,4325,51,10
1113,4325,62,10
1114,4084,51,10
1115,4378,31,10
1116,4378,61,10
1117,4378,62,10
1118,4277,68,10
1119,4388,72,10
1120,4388,41,10
1121,4388,14,10
1122,4396,64,10
1123,4396,35,10
1124,4402,64,10
1125,4402,51,10
1127,4401,72,10
1128,4401,53,10
1130,4401,41,10
1131,4401,31,10
1133,741,64,10
1134,4416,66,10
1135,4416,64,10
1136,4416,62,10
1137,4416,51,10
1138,4416,44,10
1139,4416,31,10
1140,4418,51,10
1141,4418,44,10
1142,4418,31,10
1143,4420,75,10
1144,4420,73,10
1145,4425,14,10
1146,4428,64,10
1147,4446,74,11
1148,4449,64,10
1149,4449,35,10
1150,4453,53,10
1151,4453,17,10
1152,4453,14,10
1153,4453,13,10
1154,4459,51,10
1156,4465,64,10
1157,4466,66,10
1158,4466,64,10
1159,4451,66,10
1160,4389,66,10
1161,4455,14,10
1162,4470,14,10
1163,4458,35,10
1164,4471,65,10
1165,3894,64,10
1167,4478,64,10
1168,4478,35,10
1169,3822,14,10
1170,3822,72,10
1171,4480,73,10
1172,4483,19,10
1173,4484,17,10
1174,4502,66,10
1175,4409,72,10
1176,4409,69,10
1177,4511,51,10
1179,4511,31,10
1180,4515,75,10
1181,4518,72,10
1182,3430,68,10
1183,4528,51,10
1184,4525,64,10
1185,4539,74,10
1186,4539,72,10
1188,1101,51,10
1189,4543,64,10
1190,4532,73,10
1191,4532,74,10
1192,4532,72,10
1193,4546,66,10
1194,4546,62,10
1195,4549,64,10
1196,4557,51,10
1197,4557,44,10
1199,4560,51,10
1200,4560,31,10
1201,4564,68,10
1202,4323,14,10
1203,3994,77,10
1204,3994,51,10
1205,3994,43,10
1206,3994,31,10
1207,2081,68,10
1208,3994,65,10
1209,3994,64,10
1211,4641,51,10
1212,4646,35,10
1213,4662,31,10
1214,4662,66,10
1215,4665,66,11
1216,4682,68,10
1217,4689,68,10
1218,4690,76,10
1219,4690,51,10
1220,4690,44,10
1221,4692,79,11
1223,4696,69,10
1225,4707,68,10
1226,4707,73,10
1227,4713,64,10
1228,3367,80,10
1229,3367,66,10
1230,4723,80,10
1231,4723,80,10
1232,4733,64,10
1233,4290,73,10
1234,4290,72,10
1235,3488,51,10
1236,4737,76,10
1237,4737,80,10
1238,4738,53,10
1239,4740,66,10
1240,4749,80,10
1241,4754,80,10
1242,4755,77,10
1243,4762,35,10
1244,4763,80,10
1245,4775,68,10
1246,4778,68,10
1247,4202,64,10
1248,4785,51,10
1250,4785,77,10
1251,4795,44,10
1252,4800,17,10
1253,4804,80,10
1254,4807,76,10
1255,4807,80,10
1256,4807,77,10
1257,4807,75,10
1258,4807,74,10
1259,4807,47,10
1260,4807,62,10
1261,4807,51,10
1262,4807,52,10
1263,4807,44,10
1264,4814,69,10
1265,4814,70,11
1266,4814,72,10
1267,4814,41,10
1268,4814,15,10
1269,4814,13,10
1270,4795,75,10
1271,4795,41,10
1273,4831,62,10
1274,4831,61,10
1276,4831,44,10
1277,1806,77,10
1278,4847,64,10
1279,4847,72,10
1280,4867,68,10
1281,4856,65,10
1282,4870,64,10
1283,4808,13,10
1284,4873,17,10
1285,4083,77,10
1286,4083,64,10
1287,4083,35,10
1288,4083,51,10
1291,4899,73,10
1292,4899,75,10
1293,4899,41,10
1294,4907,77,10
1295,4895,62,10
1296,4895,66,10
1299,4831,80,10
1300,4958,81,10
1301,4923,81,10
1303,4898,81,10
1304,4922,81,10
1305,4956,73,10
1306,4956,81,10
1307,4860,62,10
1308,4982,73,10
1309,4982,81,10
1310,4982,74,10
1312,5010,81,10
1313,5010,73,10
1314,5175,81,10
1315,4941,81,10
1316,4941,73,10
1317,4933,81,10
1318,4940,53,10
1319,5193,14,10
1320,5193,81,10
1321,4951,81,10
1322,5200,81,10
1323,5208,73,10
1324,1908,81,10
1325,5206,73,10
1326,5206,81,10
1327,5173,41,10
1328,5173,52,10
1329,5173,81,10
1330,5173,74,10
1331,5173,75,10
1332,5173,53,10
1333,5173,17,10
1334,5211,76,10
1335,5178,81,10
1336,5213,81,10
1337,5213,51,10
1338,5229,81,10
1339,5238,81,10
1340,5243,81,10
1341,5250,81,10
1342,4971,81,10
1344,5261,81,10
1345,5266,81,10
1346,5260,81,10
1347,5303,52,10
1348,5303,53,10
1349,5317,81,10
1350,5012,81,10
1351,5326,14,10
1352,3612,81,10
1353,5227,62,10
1354,5227,82,10
1355,5366,73,10
1356,5366,81,10
1357,5363,81,10
1358,5363,17,10
1359,5447,81,10
1360,5448,73,10
1361,5448,81,10
1362,5480,81,10
1363,5480,53,10
1364,5441,73,10
1365,5485,81,10
1366,4895,81,10
1367,5493,74,10
1368,5493,73,10
1369,5499,14,10
1371,5532,81,10
1372,5513,81,10
1373,5427,53,10
1374,5394,81,10
1375,5394,73,10
1376,4539,81,10
1377,4539,76,10
1378,5347,81,10
1379,5453,75,10
1380,5458,69,10
1381,5600,68,10
1382,5325,81,10
1383,5613,81,10
1384,5638,68,10
1385,5630,81,10
1386,5626,81,10
1387,5644,81,10
1388,4382,14,10
1389,5639,73,10
1390,5639,81,10
1391,5536,81,10
1392,5631,81,10
1393,5656,81,10
1395,5660,81,10
1396,5665,73,10
1397,5665,81,10
1398,5636,81,10
1399,5666,81,10
1400,5539,81,10
1401,5670,81,10
1402,5676,81,10
1403,5687,81,10
1404,5684,81,10
1405,5680,53,10
1406,4539,69,10
1408,5695,81,10
1409,5695,64,10
1410,5695,52,10
1411,5695,53,10
1412,5735,81,10
1413,5691,53,10
1414,5424,81,10
1415,5741,14,10
1416,5755,81,10
1417,5747,81,10
1418,5736,78,10
1419,5758,81,10
1420,5606,75,10
1421,5606,73,10
1422,5758,41,10
1423,5758,80,10
1424,5684,73,10
1425,5758,70,10
1426,5758,13,10
1427,5771,81,10
1428,5728,81,10
1430,5428,81,10
1431,5692,81,10
1432,5763,81,10
1433,5783,81,10
1434,5760,81,10
1435,5760,70,10
1436,5760,62,10
1438,5760,17,10
1441,2212,41,10
1442,5785,81,10
1443,5797,81,10
1445,5190,81,10
1446,5190,74,10
1447,5757,81,10
1448,5757,73,10
1449,4887,19,11
1450,5454,81,10
1451,5814,81,10
1453,5814,70,10
1454,5814,69,10
1455,5804,81,10
1456,5321,81,10
1457,5526,41,10
1459,5833,81,10
1460,5831,77,10
1461,5534,81,10
1462,5296,17,10
1463,5845,81,10
1464,5617,81,10
1465,5640,73,10
1466,5849,81,10
1467,5849,73,10
1468,5861,81,10
1469,5868,81,10
1470,5868,81,10
1471,5837,81,10
1472,5871,73,10
1473,5879,81,10
1474,5879,78,10
1475,5844,78,10
1476,5844,81,10
1477,5734,81,10
1478,5333,81,10
1479,5888,81,10
1480,5870,81,10
1482,5811,81,10
1483,5615,81,10
1484,5867,81,10
1485,5867,64,10
1488,5905,81,11
1489,5905,73,10
1490,5920,81,10
1492,5927,81,10
1493,5927,69,10
1494,5836,81,10
1495,5836,81,10
1496,5836,81,10
1497,5671,13,10
1498,5717,81,10
1499,5370,81,10
1500,5439,53,10
1501,5916,81,10
1502,5935,81,10
1503,5379,81,10
1504,5379,81,10
1505,5379,81,10
1506,5379,81,10
1507,5379,81,10
1508,4451,14,11
1509,4286,81,11
1510,6050,81,10
1511,6108,81,11
1512,6102,89,10
1513,6021,44,10
1514,4738,84,10
1515,6114,68,10
1516,6056,88,10
1517,6056,64,10
1518,6056,84,10
1519,6056,85,10
1520,6056,77,10
1521,6118,84,10
1522,6123,81,10
1523,5473,81,10
1524,6130,90,10
1525,6136,85,10
1526,6138,81,10
1527,6138,84,10
1528,6143,88,10
1529,6158,88,10
1530,6158,88,10
1531,6158,84,10
1532,6168,84,10
1535,6171,84,10
1536,6171,64,10
1537,6169,84,10
1538,5947,88,10
1539,6180,81,10
1540,6026,88,10
1542,6026,5,11
1543,4847,84,10
1544,4847,81,10
1545,4807,88,10
1546,4807,90,10
1547,3367,81,10
1548,3367,84,10
1549,6153,85,10
1550,2183,90,10
1551,5381,17,10
1554,6198,5,10
1555,6200,88,10
1556,6200,90,10
1557,6200,84,10
1558,6200,85,10
1559,6200,89,10
1560,6200,83,10
1561,6176,84,10
1562,6206,84,10
1563,5846,81,10
1564,6210,84,10
1565,5331,53,10
1566,5337,81,10
1568,5831,88,10
1570,5294,86,10
1571,5294,81,10
1573,5420,41,10
1574,5420,17,10
1575,6227,73,10
1576,6231,74,10
1577,6231,75,11
1578,5938,81,10
1579,5939,81,10
1580,5571,81,10
1581,5742,81,10
1582,6234,81,10
1583,6109,91,10
1584,6244,81,10
1585,6055,81,10
1586,6055,86,10
1587,6225,81,10
1588,6225,88,10
1589,6225,85,10
1590,6249,81,10
1591,6225,86,10
1592,6225,74,10
1593,6147,88,10
1594,6225,69,10
1595,6225,70,10
1596,6225,41,10
1598,6225,13,10
1599,5362,81,10
1600,5629,73,10
1601,6248,81,10
1602,5994,81,10
1604,6242,14,10
1605,5795,86,10
1606,5795,69,10
1607,6266,73,10
1608,6266,74,10
1609,5295,68,10
1610,5295,14,10
1611,5295,81,10
1612,6269,81,10
1613,6269,14,10
1614,1807,88,10
1615,1807,86,10
1616,6236,81,10
1617,6248,14,10
1618,5469,14,10
1619,6277,91,10
1620,6284,78,10
1621,6282,81,10
1622,6282,85,10
1623,5877,81,10
1624,6289,81,10
1625,6295,81,10
1626,6292,81,10
1627,6292,86,10
1628,5661,81,10
1629,6287,81,10
1630,6298,73,10
1631,6226,81,10
1632,6311,81,10
1633,4650,81,10
1634,4650,73,10
1635,4650,74,10
1636,6072,81,10
1637,6313,81,10
1638,5296,81,10
1639,5217,81,10
1640,6318,81,10
1641,6326,81,10
1642,6314,81,10
1643,6326,73,10
1645,6325,84,10
1646,4969,81,10
1647,6335,41,10
1650,5788,81,10
1651,5722,81,10
1652,5334,86,10
1654,5556,81,10
1655,5556,68,10
1656,6332,81,10
1657,6346,81,10
1658,6346,86,10
1660,6353,86,10
1661,6319,81,10
1662,6360,84,10
1663,5950,73,10
1664,5950,81,10
1665,6359,81,10
1668,6312,87,10
1669,6312,88,10
1670,6312,5,10
1671,6376,90,10
1672,6378,41,10
1673,6380,14,10
1674,6380,17,10
1675,6387,81,10
1676,6387,86,10
1677,6338,73,10
1678,6342,81,10
1679,6342,41,10
1680,6377,86,10
1681,6377,81,10
1682,6316,81,10
1683,6393,86,10
1684,5499,81,10
1685,6409,87,10
1686,6409,81,10
1687,6409,80,10
1688,6409,69,10
1689,6199,87,11
1690,6403,13,10
1691,6403,41,10
1692,6403,69,10
1693,5250,86,10
1694,1330,84,10
1695,6416,81,10
1696,6416,90,10
1697,6007,86,10
1699,6007,73,10
1700,5406,53,10
1701,6418,86,10
1702,5406,81,10
1703,6418,81,10
1704,6418,73,10
1705,5406,41,10
1706,6421,14,10
1707,6419,81,10
1708,6001,81,10
1710,5011,81,10
1711,5307,73,10
1712,5218,81,10
1713,6371,81,10
1714,6371,41,10
1715,6402,81,10
1716,6402,74,10
1717,6402,68,10
1718,5970,53,10
1719,5876,14,10
1720,5876,17,10
1721,6358,81,10
1722,6446,81,10
1723,6357,81,10
1724,6446,68,10
1725,6357,75,10
1726,6286,86,10
1727,6447,81,10
1728,6289,73,10
1729,6354,81,10
1730,1330,77,10
1731,1330,64,10
1732,5476,81,10
1733,5777,81,10
1734,273,90,10
1735,273,82,10
1736,273,76,10
1737,6455,81,10
1738,2017,86,10
1740,6424,77,10
1741,6424,52,10
1742,6424,53,10
1743,812,64,11
1744,1094,81,10
1745,6147,5,10
1746,6469,94,10
1747,6147,51,10
